show_id,type,title,country,release_year,rating,listed_in,description,country_1,country_2,country_3,country_4,country_5,country_count,listed_in_1,listed_in_2,listed_in_3,listed_in_4,typeyears
s4639,Movie,Hindi Medium,India,2017,ALL,"Comedy, Drama, International",A couple want to give their daughter the best education so she will be accepted by the elite.,India,,,,,1,Comedy,Drama,International,,Movie2017
s4640,Movie,Chef,India,2017,13+,"Comedy, Drama, International",Chef Roshan Kalra sets out to find the true source of happiness and reignite his passion for food while being more present in his son's life.,India,,,,,1,Comedy,Drama,International,,Movie2017
s4641,Movie,Bhoomi,India,2017,13+,"Action, Drama, International",A revenge drama that centers on the relationship between a father and daughter.,India,,,,,1,Action,Drama,International,,Movie2017
s4648,Movie,Mumbai Saga,India,2021,18+,"Action, Drama","Mumbai Saga is the story of Amartya Rao who takes on the exploitative high and the mighty head-on, snatching his legitimate place under the sun. While on the face of it, Mumbai Saga is the story of the duel between Amartya Rao and Senior Inspector Vijay Sawarkar, it also is the story of hopes, aspirations, friendships and betrayals in the backdrop of early 90s.",India,,,,,1,Action,Drama,,,Movie2021
s4680,Movie,Ameluk - based on a story which could be true,Italy,2015,13+,Comedy,"It's Good Friday. In Mariotto, a small town in Puglia, the Via Crucis is about to begin but the interpreter of Jesus sits on the crown of thorns. It is the beginning of the ordeal. The lighting technician, Jusuf, replaces him in the role of Christ but he is a Muslim. The news goes around the world, creating a pandemonium among the inhabitants of Mariotto. Who will restore the peace?",Italy,,,,,1,Comedy,,,,Movie2015
s4684,Movie,The Transporter Refueled,"France, China, Belgium, Monaco",2015,PG-13,Action,"Frank Martin, a former special-ops mercenary, is now living a less perilous life. But when he is engaged by a cunning femme-fatale, he must use his covert expertise and knowledge of fast cars, fast driving, and fast women in a dangerous game of chess.",France,China,Belgium,Monaco,,4,Action,,,,Movie2015
s4693,Movie,Manchester by the Sea,United States,2016,R,Drama,Casey Affleck leads an all-star cast in this acclaimed and poignant film about a solitary janitor whose life is transformed after he becomes the guardian of his 16-year-old nephew.,United States,,,,,1,Drama,,,,Movie2016
s4706,Movie,Zaki Chan,Egypt,2005,7+,"Comedy, Romance","Trouble follows Zaki wherever he goes, until he finds out that his father's boss needs a bodyguard for his kids and he decides to apply for the job even though he doesn't really fit the requirements.",Egypt,,,,,1,Comedy,Romance,,,Movie2005
s4719,Movie,Rock On,India,2008,ALL,"Arts, Entertainment, and Culture, Drama, International","Four talented friends(Farhan Akthar, Purab Kholi, Arjun Rampal and Luke Kenny) pursue their passion making it big as a band, only to fail. Years later, fate brings them together with a second chance. After struggling through the rough patches, Adi, Joe, KD and Rob eventually form the country's best band, Magic and rock the nation with their outstanding live performances.",India,,,,,1,Arts,Entertainment and Culture,Drama,International,Movie2008
s4723,Movie,Mike Case in: The Big Kiss Off,United States,2013,18+,"Comedy, Suspense","Honest enough to trust. Crooked enough to get the job done. A film noir comedy about a private eye, a husband who wants to stay lost, and a wacky cast of characters.",United States,,,,,1,Comedy,Suspense,,,Movie2013
s4727,Movie,Karwaan,India,2018,13+,"Comedy, Drama, International",Two friends and a chirpy teenager take a road trip from Bangalore to Kochi.,India,,,,,1,Comedy,Drama,International,,Movie2018
s4734,Movie,Confessions of an Action Star,"United States, Austria",2009,13+,"Action, Comedy, Documentary","Only a whirlwind of celebrity cameos, high-octane stunts, and outrageous action-movie spoofs could tell the almost-true story of Frank Sledge: the world's greatest action star slash male dancer.",United States,Austria,,,,2,Action,Comedy,Documentary,,Movie2009
s4749,Movie,The Manchurian Candidate (2004),United States,2004,R,"Drama, Science Fiction","As the entire nation watches the presidential campaign hurtle towards Election Day, one soldier (Denzel Washington) races to uncover the conspiracy behind it - a conspiracy that seeks to destroy democracy itself.",United States,,,,,1,Drama,Science Fiction,,,Movie2004
s4813,Movie,Brother Nature,United States,2016,R,"Adventure, Comedy",Roger (Taran Killam) a straight-laced politician has big plans to propose to his dream girl (Gillian Jacobs) at her family's lake house. But everything goes awry when he meets his potential brother-in-law Todd (Bobby Moynihan).,United States,,,,,1,Adventure,Comedy,,,Movie2016
s4822,Movie,The Double,"United States, United Arab Emirates",2011,PG-13,"Action, Suspense","When a United States Senator is murdered, the evidence points to a Soviet assassin, who was long-thought to be dead.",United States,United Arab Emirates,,,,2,Action,Suspense,,,Movie2011
s4842,Movie,Guava Island,United States,2019,13+,"Arthouse, Drama, Suspense","On Guava Island, a local musician is determined to throw a festival for everyone to enjoy. A tropical thriller starring Donald Glover and Rihanna.",United States,,,,,1,Arthouse,Drama,Suspense,,Movie2019
s4914,Movie,Goblin,United States,2020,18+,Horror,A young woman fights to protect her son from her abusive new husband and a ferocious creature lurking in the shadows.,United States,,,,,1,Horror,,,,Movie2020
s4923,Movie,At Granny's House,United States,2015,18+,"Horror, Suspense","A typical Midwest house. A sweet little old lady. When a caretaker moves in to help out, Granny's House becomes a macabre place of death and love.",United States,,,,,1,Horror,Suspense,,,Movie2015
s4928,Movie,Ta Ra Rum Pum,"United States, India",2007,ALL,"Drama, International, Kids","When RV (Saif Ali Khan) is spotted by Harry (Jaaved Jaafery) the Manager of a failing Racing car team, everything changes for RV and the team. They shoot to the top. The dream is complete when he meets Radhika (Rani Mukerji) and both tie the knot. But when he meets with an accident, he loses everything he had once gained. RV is on the road, but can he reclaim the glory for his family?",United States,India,,,,2,Drama,International,Kids,,Movie2007
s4996,Movie,The Neon Demon,"United States, Belgium, Denmark, France",2016,R,"Horror, Suspense","When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a gropup a beauty-obsessed women who will use any means necessary to get what she has.",United States,Belgium,Denmark,France,,4,Horror,Suspense,,,Movie2016
s5004,Movie,Without a Paddle: Nature's Calling,United States,2009,PG-13,"Action, Adventure, Comedy","Zach talks Ben into taking off time to go on an adventure of a lifetime. Our two fiends head out on the river, along with an uptight Brit to find Ben's long lost love.",United States,,,,,1,Action,Adventure,Comedy,,Movie2009
s5009,TV Show,Solos,United States,2021,NR,"Drama, Fantasy, Science Fiction","Solos is a seven-part anthology series that explores the strange, beautiful, heart-breaking, hilarious, wondrous truths of what it means to be human. Performed by eight of the finest actors of our time, this anthology series spans our present and future and illuminates that even during our most isolated moments we are all connected through the human experience.",United States,,,,,1,Drama,Fantasy,Science Fiction,,TV Show2021
s5014,Movie,Nizhal,India,2021,ALL,Suspense,"John Baby, who is recouping from a traumatic accident, meets Nitin, a young boy who interests him with murder stories. When Baby explores the possibility of Nitin's stories by mapping the events, it matches with the real-time incidents.",India,,,,,1,Suspense,,,,Movie2021
s5025,Movie,Good Newwz,India,2019,13+,"Comedy, Drama, International",Two couples with the same surnames pursue in-vitro fertilization and wait for their upcoming babies. Trouble ensues when they find that the sperms of each couple have been mixed with each other.,India,,,,,1,Comedy,Drama,International,,Movie2019
s5110,Movie,Love me tender,Switzerland,2019,13+,"Comedy, Drama","Suffering from agoraphobia, Seconda is unable to leave her house. When she finally succeeds, new challenges push this assertive anti-super heroine's limits even further.",Switzerland,,,,,1,Comedy,Drama,,,Movie2019
s5113,Movie,Karnan,India,2021,13+,"Action, Drama","In 1990s, young man named Karnan in a remote village Tamil Nadu. The shadows and darkness of poverty linger in Karnan’s home where he lives humbly with his mother, father and elder sister. His friend and partner in crime in the village is his grandfather, an old widower, Yeman. It is his sister and Yeman who always stand with Karnan and his glorious dreams. Karnan dreams of joining the Military.",India,,,,,1,Action,Drama,,,Movie2021
s5134,Movie,"You Belong to Me: Sex, Race and Murder in the South",United States,2015,16+,Documentary,"In 1952 Ruby McCollum, a black woman, killed her white doctor in Live Oak, Fla after years of sexual abuse. The remarkable secrets and terrible truths revealed during her trial and incarceration haunted jurors and prosecutors for decades.",United States,,,,,1,Documentary,,,,Movie2015
s5137,Movie,The Farewell,"United States, China",2019,13+,"Arts, Entertainment, and Culture, Comedy, Drama","In this funny, heartfelt story, Billi’s (Awkwafina) family returns to China under the guise of a fake wedding to stealthily say goodbye to their beloved matriarch – the only person that doesn’t know she only has a few weeks to live.",United States,China,,,,2,Arts,Entertainment and Culture,Comedy,Drama,Movie2019
s5144,Movie,Street Dancer 3D,"United Kingdom, India",2020,13+,"Drama, International",A coming-of-age story based on the lives of street dancers.,United Kingdom,India,,,,2,Drama,International,,,Movie2020
s5152,Movie,I'm Your Woman,United States,2020,R,Drama,"In this 1970s set crime drama, a woman is forced to go on the run after her husband betrays his partners, sending her and her baby on a dangerous journey.",United States,,,,,1,Drama,,,,Movie2020
s5173,Movie,Saathiya,India,2002,ALL,"Drama, International, Romance","""Running away from home can’t keep a couple together. Love can. While for most Love Stories, marriage is the goal, the fact remains -marriage is just the beginning. A story of Aditya (Vivek) and Suhani (Rani Mukerji) SAATHIYA continues from where most love stories end. From the infatuation stage when a couple thinks they are in love right through to when they discover the true meaning of love.""",India,,,,,1,Drama,International,Romance,,Movie2002
s5183,Movie,Leave No Trace,"United States, Canada",2018,PG,Drama,"Will and his daughter have lived off the grid for years until both are put into traditional housing. After clashing with new surroundings, they embark on a journey home.",United States,Canada,,,,2,Drama,,,,Movie2018
